EPISODE_ID,EVENT_ID,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME
138542,832926,EF0,0.02,30,,,,
137771,830704,EF1,10.7,1000,,,,
137246,823799,EF0,0.4,75,,,,
138992,836059,EF0,17.4,50,,,,
138651,837748,EF1,1.86,200,,,,
137488,832239,EF1,5.37,80,,,,
138115,836115,EF0,0.7,75,,,,
139445,838789,EF1,1.76,250,,,,
137725,830679,EF2,16.5,1100,SGF,MO,119,MCDONALD
137725,832380,EFU,1,50,,,,
137725,830634,EFU,1,75,TSA,OK,131,ROGERS
138019,829771,EF1,1.25,75,,,,
138651,837749,EF0,0.89,100,,,,
138651,837753,EF0,0.64,50,,,,
138115,830234,EF0,1.6,300,ILN,OH,131,PIKE
138115,830235,EF1,7.7,300,,,,
134567,806327,EF1,3.43,200,MEG,MS,141,TISHOMINGO
139445,838792,EF1,0.94,100,,,,
137725,830691,EF0,0.5,150,,,,
139683,840165,EF0,0.96,20,,,,
138651,837772,EF2,14.48,200,,,,
141186,848225,EFU,1.24,10,,,,
138223,830734,EF0,5.1,75,ILN,OH,15,BROWN
137401,838494,EF0,0.21,20,,,,
142547,867246,EFU,1.37,10,,,,
137725,830640,EF1,4.5,1100,SGF,KS,21,CHEROKEE
137725,830644,EF1,3.1,650,,,,
136342,818311,EFU,14.59,150,,,,
138749,834405,EF1,0.68,40,,,,
134567,809551,EF2,4.87,200,,,,
139125,836776,EF1,0.31,60,,,,
137725,830648,EFU,0.2,75,,,,
137725,830649,EFU,0.2,100,,,,
137725,830653,EF1,5.3,400,,,,
139175,837050,EF0,0.01,20,,,,
139746,840512,EF0,2.45,50,,,,
136986,822063,EFU,0.29,30,,,,
139120,836756,EFU,0.1,5,,,,
139182,837211,EF0,0.11,10,,,,
139182,839408,EF0,0.1,10,,,,
137725,830314,EF1,3.3,400,,,,
137725,830647,EFU,0.2,100,,,,
139746,840513,EF0,2.08,200,,,,
138817,841531,EF0,2,200,,,,
136384,818516,EF0,0.01,25,,,,
136387,818521,EF0,0.01,25,,,,
138817,841532,EF0,1.25,50,,,,
139889,841479,EF1,0.6,75,,,,
139889,841482,EF1,4.6,125,,,,
137699,827240,EF1,2.43,200,,,,
137518,825931,EFU,0.01,10,,,,
137725,830280,EF1,0.6,125,,,,
138817,841535,EF1,1.7,150,,,,
138817,841538,EF1,3,150,,,,
137227,823715,EF1,2.7,1000,TSA,AR,47,FRANKLIN
139889,841526,EF1,1.6,125,OHX,TN,111,MACON
139136,836844,EF0,1,45,,,,
137699,827241,EF1,1.94,50,,,,
138101,829844,EF1,1.14,150,,,,
137725,830306,EF1,4.4,400,TSA,OK,111,OKMULGEE
137725,830281,EF1,6,650,,,,
138065,833864,EF2,1.57,500,,,,
137227,823705,EF1,3.5,600,,,,
143661,862076,EF1,2.74,100,,,,
135643,820803,EF1,8.82,1400,,,,
135371,811787,EF2,17.2,2112,,,,
137386,824900,EF0,3.2,50,LUB,TX,369,PARMER
135634,813827,EF2,6.75,830,,,,
137227,823717,EF1,1.6,300,,,,
140976,847006,EF1,6.25,200,,,,
140976,847007,EF0,1.5,75,ILX,IL,173,SHELBY
140976,847010,EF0,0.41,50,,,,
135371,811801,EF1,5,880,,,,
137386,824882,EF2,8.03,100,,,,
136799,846019,EF0,1.35,25,,,,
140795,846262,EFU,0.01,2,,,,
142682,856499,EF0,1.42,50,UNR,SD,33,CUSTER
136342,818309,EFU,3.1,50,TOP,KS,61,GEARY
135643,813884,EF1,5.52,1760,JAN,MS,79,LEAKE
135643,813890,EF1,9.83,1600,JAN,MS,99,NESHOBA
134808,811062,EF1,10.43,350,,,,
137253,823873,EF0,1.91,20,EWX,TX,149,FAYETTE
137386,824894,EF0,12.83,100,,,,
137253,823874,EF0,4.17,20,,,,
136063,816506,EF1,0.4,100,,,,
136063,816482,EF1,0.57,75,,,,
142910,857478,EF2,0.7,75,,,,
134933,818363,EF1,1.5,75,,,,
134934,808799,EF2,2.89,75,,,,
135681,825539,EFU,0.2,10,,,,
135681,825540,EF0,1.89,20,,,,
136629,819622,EF1,1.34,200,,,,
137834,828224,EF0,0.96,100,,,,
136614,823450,EF0,0.23,50,,,,
135643,813852,EF1,16.1,600,JAN,MS,121,RANKIN
135643,813873,EF0,1.97,50,JAN,MS,123,SCOTT
136612,823485,EF1,9.75,600,,,,
136621,823522,EF0,0.01,75,,,,
137807,863432,EFU,0.87,100,LBF,NE,63,FRONTIER
135643,821246,EF0,9.25,1000,,,,
137456,827142,EFU,0.19,50,,,,
137456,827140,EF1,1.35,75,,,,
135643,813888,EF1,5.52,1760,,,,
135643,820800,EF1,0.31,75,JAN,MS,99,NESHOBA
137253,823906,EF2,2.44,75,,,,
140882,854338,EF0,1.93,50,,,,
137234,832305,EF2,5.89,100,,,,
136629,819609,EF0,1.75,50,,,,
136629,819610,EF1,6.53,150,ILX,IL,129,MENARD
136629,819611,EF1,0.95,150,ILX,IL,107,LOGAN
142443,855046,EF0,0.01,15,,,,
135634,838471,EF1,1.27,100,,,,
135643,821254,EF1,2.02,500,,,,
135643,820802,EF1,0.29,75,,,,
137234,832307,EF1,0.17,50,,,,
137234,832310,EF1,2.45,200,,,,
136629,819613,EF1,7.77,150,,,,
136629,819618,EF1,2.7,100,,,,
136837,820994,EF1,1.15,200,,,,
135086,809852,EF0,0.97,50,,,,
135429,812575,EF0,2.5,75,,,,
139400,838527,EFU,1.41,30,,,,
136620,824051,EF0,0.01,25,,,,
137227,823709,EF0,2,400,,,,
137442,825388,EFU,0.81,50,,,,
137442,825389,EFU,0.56,50,,,,
136837,821001,EF1,0.72,150,,,,
134805,818378,EF2,18,400,,,,
135428,812567,EF1,0.48,25,,,,
136612,823486,EF0,1.58,150,,,,
136624,823495,EF2,1.28,880,,,,
138414,833175,EF1,0.14,50,,,,
135032,818364,EF2,4.9,200,,,,
134869,818327,EF1,1.25,350,,,,
135428,812568,EF1,0.57,25,,,,
136619,824050,EF1,1.9,500,,,,
136905,821558,EF2,4.67,2000,JAN,AR,3,ASHLEY
138101,840685,EF1,0.5,400,,,,
135483,816515,EF0,1.9,100,,,,
135643,821232,EF1,0.31,180,JAN,MS,99,NESHOBA
135643,821236,EF0,10.95,1000,,,,
135643,821247,EF0,6.08,800,,,,
135643,821248,EF1,2.91,100,,,,
137312,824304,EFU,1.06,30,,,,
142063,853439,EF1,5.73,420,,,,
139648,839988,EF0,0.15,30,,,,
135643,821233,EF1,1.95,250,,,,
135643,821256,EF1,9.51,600,,,,
135643,821257,EF1,3.07,150,,,,
139339,845339,EF0,0.52,25,,,,
137312,824305,EFU,0.01,30,,,,
142209,853857,EFU,0.67,25,,,,
142063,853440,EF0,5.72,500,,,,
137312,824309,EF2,1.69,100,,,,
135086,809627,EF0,1.2,75,,,,
136063,816487,EFU,0.22,50,,,,
142063,853438,EF1,3.43,600,,,,
136903,821560,EF1,11.32,1200,,,,
136070,816520,EFU,0.22,50,,,,
135409,813242,EFU,0.01,30,,,,
136063,816512,EFU,0.18,50,,,,
136063,816513,EFU,0.27,50,,,,
134769,853692,EF1,6.2,50,,,,
136063,816488,EF0,0.5,75,,,,
135643,821249,EF0,1.35,50,,,,
135643,821251,EF1,0.13,100,JAN,MS,103,NOXUBEE
138101,829860,EF1,1.04,400,PBZ,PA,5,ARMSTRONG
137725,830316,EF0,0.2,75,,,,
135409,813243,EFU,1.51,600,,,,
135643,813853,EF1,11.26,600,,,,
135643,813893,EF1,2.1,300,,,,
135634,845978,EF0,0.85,200,,,,
135643,821238,EF0,3.34,3.33,,,,
135643,821240,EF1,2,1.91,,,,
135643,821252,EF1,6.52,700,,,,
135643,821569,EF1,1.41,200,,,,
135643,813864,EF0,0.86,600,JAN,MS,121,RANKIN
134806,818338,EF1,1.45,150,,,,
134807,818330,EF2,3.69,300,,,,
135409,813244,EFU,5.35,150,,,,
137312,824308,EFU,4.64,100,,,,
137580,826663,EF0,6.5,75,,,,
135643,813874,EF0,0.41,50,,,,
136063,816491,EF0,0.35,200,,,,
136063,816514,EF0,0.79,75,,,,
136612,823484,EF1,4.43,400,,,,
135643,820795,EF1,4.1,350,JAN,MS,99,NESHOBA
135643,820797,EF1,1.86,350,,,,
135643,821245,EF1,1.34,100,,,,
135643,813891,EF1,0.07,50,,,,
135643,813889,EF1,10.34,1000,,,,
134868,818326,EF1,5.37,350,,,,
134544,806179,EF1,6.1,219,,,,
137386,824874,EF0,1.76,50,,,,
135643,821231,EF1,1.38,180,,,,
135634,813830,EF1,7.03,300,,,,
135642,813838,EF1,4.98,950,,,,
135642,813839,EF1,0.97,840,,,,
135634,813824,EF1,1.91,200,,,,
135643,813851,EF0,1,50,JAN,MS,127,SIMPSON
138906,835967,EF0,1.54,50,,,,
138906,835968,EF0,0.42,25,,,,
138906,835981,EF2,10.4,875,DDC,KS,47,EDWARDS
138906,835983,EF2,4.46,620,,,,
138906,835993,EF2,7.6,565,DDC,KS,145,PAWNEE
138906,835996,EF2,3.32,490,,,,
137244,823774,EF1,2.48,150,,,,
142886,857378,EF0,0.09,15,,,,
135643,813854,EF0,0.64,200,,,,
135643,813856,EF1,2.32,150,,,,
135643,813858,EF1,3.13,50,,,,
135634,813813,EF2,2.74,175,,,,
135643,813846,EF1,6.57,500,,,,
138422,845629,EF0,0.01,7,,,,
135428,812570,EF0,0.06,75,HUN,TN,103,LINCOLN
143266,859370,EF0,0.05,10,,,,
143035,858541,EF1,0.25,150,,,,
143035,858542,EF1,2.8,100,,,,
143588,861623,EFU,0.18,10,,,,
136026,816311,EF1,0.97,150,,,,
142890,857381,EF0,0.26,50,,,,
142886,857380,EF1,4.76,75,,,,
135643,813882,EF1,10.3,900,,,,
135643,813879,EF1,8.5,1320,,,,
135634,838470,EF0,0.28,100,JAN,MS,51,HOLMES
135634,813829,EF2,8.43,700,,,,
135965,815878,EF0,0.01,25,,,,
135965,815881,EF0,0.01,25,,,,
135965,815880,EF0,0.01,25,,,,
138906,835976,EF3,18.58,600,,,,
143172,858837,EF1,0.47,100,,,,
136052,817483,EF3,10.84,250,,,,
136052,818111,EF1,1.42,100,,,,
137838,830339,EFU,0.01,10,,,,
138913,836046,EF0,0.22,50,,,,
138913,836044,EF1,8.66,100,DDC,KS,185,STAFFORD
138913,836033,EF0,1.71,25,,,,
140552,844880,EF0,0.1,100,,,,
135965,815882,EF0,0.01,25,,,,
139184,837212,EF0,0.14,25,,,,
139184,837213,EFU,1.32,50,,,,
136026,816258,EF1,4.41,150,,,,
142645,856288,EF2,0.47,250,,,,
138900,835605,EF0,0.57,75,,,,
138900,835608,EF1,1.08,100,,,,
138913,836029,EF1,1.83,25,,,,
138913,836036,EF1,1.27,25,,,,
138913,836027,EF1,1.86,25,,,,
138913,836039,EF1,3.09,50,,,,
139359,864744,EFU,0.57,100,,,,
142497,855363,EF0,4.22,40,,,,
135968,815917,EF0,0.02,50,,,,
135968,815920,EF0,0.01,25,,,,
135642,813840,EF0,2.81,50,,,,
135642,813841,EF0,4.43,50,,,,
138906,835998,EFU,0.8,50,,,,
142735,857310,EF0,0.12,50,,,,
141647,850799,EF1,3.82,75,,,,
142886,857373,EF0,0.3,25,,,,
135968,815922,EF0,0.01,25,,,,
135968,815927,EF0,0.01,25,,,,
135968,815928,EF0,0.01,25,,,,
135634,813831,EF1,4.57,200,,,,
135643,813867,EF1,1.12,50,,,,
135643,813869,EF1,4.49,1100,,,,
138422,845630,EF0,0.01,7,,,,
138422,845631,EF0,0.01,7,,,,
135965,815883,EF0,0.02,50,,,,
142888,857363,EF1,2.86,100,,,,
142888,857365,EF0,0.38,30,,,,
135643,813871,EF0,1.6,450,,,,
135634,813817,EF1,0.51,50,,,,
135634,813818,EF1,4.86,300,,,,
135634,813823,EF1,2.19,250,JAN,MS,129,SMITH
136052,817672,EF1,2.15,300,ILN,OH,109,MIAMI
142770,856908,EF0,0.11,120,,,,
142854,857222,EF0,1.88,100,,,,
142888,857367,EF1,5.43,60,,,,
142888,857369,EF0,2.47,20,,,,
142888,857370,EF0,4.87,40,,,,
139729,846256,EF0,1.42,100,,,,
135086,859703,EF0,1.13,50,OHX,TN,187,WILLIAMSON
138906,835966,EFU,3.86,50,,,,
142360,854651,EFU,0.05,20,,,,
142671,857044,EF1,4.87,150,,,,
142888,857372,EF0,2.12,50,,,,
142888,857375,EF0,4.4,20,,,,
135634,813835,EF2,18.21,700,JAN,MS,163,YAZOO
136063,816492,EF1,0.14,300,,,,
142363,854717,EF1,0.68,90,,,,
142888,857377,EF0,7.13,40,,,,
142888,857379,EF2,9.31,200,,,,
142888,857382,EF1,2.56,50,,,,
142969,858074,EFU,0.05,25,,,,
142554,855818,EF1,4.69,60,,,,
142910,857477,EF2,0.63,50,,,,
135634,813832,EF2,6.09,400,,,,
135634,813836,EF0,2,200,,,,
135634,813815,EF0,2.92,25,,,,
135059,809406,EF1,0.79,50,,,,
135086,859704,EF0,0.27,25,,,,
136068,816518,EF2,2.22,880,GID,KS,141,OSBORNE
143090,858420,EF0,0.04,40,,,,
136052,817480,EF3,9.37,1230,,,,
142888,857383,EF0,4.12,35,,,,
136052,816403,EF4,18.17,1050,,,,
135643,821243,EF1,3.15,700,,,,
135643,813842,EF1,8.32,1100,JAN,MS,21,CLAIBORNE
135643,813859,EF1,7.53,400,JAN,MS,121,RANKIN
135643,813872,EF1,3.47,950,,,,
135643,813875,EF1,4.83,150,,,,
135634,813826,EF2,2.06,830,JAN,MS,105,OKTIBBEHA
138428,856500,EF0,3.25,50,,,,
143580,861556,EFU,0.01,50,,,,
142701,856622,EF0,1.5,200,,,,
138900,835610,EFU,0.42,75,,,,
138900,835613,EFU,0.73,75,,,,
135634,813820,EF1,1.81,400,JAN,MS,155,WEBSTER
135634,813822,EF0,0.34,100,,,,
135643,813844,EF1,0.12,475,,,,
135643,813861,EF1,3.78,400,,,,
143323,859725,EF0,0.87,25,,,,
141204,867797,EFU,0.01,50,,,,
136052,817746,EF2,5.31,400,,,,
143172,858836,EF1,1.14,50,,,,
143172,858838,EF0,0.07,50,,,,
143318,862272,EF1,4.47,100,,,,
143318,862276,EF1,4.85,200,,,,
135642,813837,EF1,17.25,1230,,,,
136624,823494,EF2,20.91,880,GID,KS,123,MITCHELL
136052,818159,EF0,5.59,200,,,,
136052,818138,EF0,0.22,30,,,,
136052,818384,EF1,3.77,150,,,,
136052,818383,EF1,1.64,75,,,,
142935,857568,EF0,7.14,80,,,,
141203,867550,EFU,0.01,50,,,,
136052,818109,EF1,1.31,150,,,,
142888,858076,EF0,0.31,25,,,,
141203,848306,EF1,1.58,100,,,,
135643,813847,EF2,11.03,1320,,,,
135643,813850,EF2,12.77,1320,,,,
135634,813810,EF2,4.33,440,,,,
135643,813877,EF1,2.57,150,,,,
135060,809420,EF1,1.72,125,,,,
142852,862911,EF1,3.3,900,,,,
142187,854389,EF1,1.08,100,,,,
142935,857606,EF1,4.36,100,MKX,WI,133,WAUKESHA
142935,857626,EF1,8.47,100,,,,
135968,815911,EF0,0.01,25,,,,
135968,815912,EF0,0.01,25,,,,
135968,815913,EF0,0.01,25,,,,
142888,857364,EF0,0.53,30,,,,
139710,846254,EF0,1.19,10,,,,
135643,813878,EF2,6.02,560,,,,
135643,813880,EF1,2.85,200,JAN,MS,79,LEAKE
135634,813828,EF1,4.46,400,,,,
138567,835219,EF1,2.63,440,,,,
135065,809458,EF2,4.41,150,,,,
142852,862916,EF2,31.4,2640,,,,
142187,854503,EF0,0.34,30,,,,
142187,853690,EF2,11.45,525,,,,
136052,817681,EF3,8.34,1320,,,,
142933,857529,EF0,0.8,50,,,,
135643,813865,EF2,8.52,600,,,,
139229,846243,EF1,1.66,250,,,,
139229,846245,EF1,0.3,200,,,,
139229,846247,EF1,1.22,200,,,,
141202,848305,EF1,1.23,175,,,,
136052,818110,EF1,0.45,200,,,,
141203,867551,EFU,0.01,50,,,,
138901,835747,EFU,2.81,150,,,,
138901,835749,EFU,4.74,50,,,,
142827,857115,EF0,2.73,50,,,,
139359,838273,EFU,1.12,100,,,,
138913,836026,EF1,0.74,25,,,,
137746,827847,EF1,0.56,250,,,,
137746,827852,EF0,1.94,50,LSX,MO,183,ST.,CHARLES
137746,827854,EF1,4,250,,,,
138929,847039,EF0,0.01,25,,,,
140070,843558,EF0,0.27,20,,,,
138887,835393,EFU,0.1,100,,,,
139921,841803,EF0,0.04,30,,,,
140215,843556,EF0,0.23,30,,,,
140221,843548,EF0,0.86,50,,,,
140221,843549,EF0,1.63,50,,,,
140156,843175,EF0,5.29,75,,,,
140215,843557,EF1,0.28,40,,,,
141424,855409,EF0,0.1,25,,,,
140661,845570,EF0,0.5,1,,,,
137892,828617,EF1,1.5,100,,,,
138303,831543,EF1,0.5,100,,,,
137933,829419,EF1,2.62,100,,,,
136026,816302,EF1,3.96,120,,,,
139492,845913,EFU,0.4,25,,,,
139432,838692,EF0,0.95,50,,,,
137892,828620,EF0,0.2,50,,,,
137893,828627,EF1,2,100,,,,
136758,863430,EF0,2.11,50,,,,
142826,857097,EF0,0.31,20,,,,
137755,827563,EF1,3.98,500,,,,
138875,848075,EF1,0.2,50,,,,
140764,846373,EF0,1.24,175,,,,
140764,846376,EF1,0.22,100,,,,
138324,831783,EFU,0.02,50,,,,
140807,846326,EF1,5.52,250,,,,
137793,834474,EFU,0.27,20,,,,
137794,834477,EFU,0.94,20,,,,
137755,828801,EFU,3.61,20,,,,
137999,829338,EFU,0.01,10,,,,
141012,847234,EF1,1.69,50,,,,
141079,847648,EF0,0.41,5,,,,
140807,846331,EF1,0.25,50,,,,
140807,846467,EF1,2.77,250,,,,
142108,853250,EFU,2.18,100,,,,
141230,848419,EF0,0.3,50,,,,
141230,848423,EF0,0.33,50,,,,
137999,829340,EFU,2.03,200,,,,
140932,846876,EFU,0.06,10,,,,
140932,846877,EFU,0.04,10,,,,
141230,848424,EF0,0.34,50,,,,
141230,848425,EF0,0.4,50,,,,
137806,828022,EF1,0.57,440,SGF,KS,37,CRAWFORD
137806,828169,EF1,1.62,440,,,,
141202,867796,EFU,0.95,50,,,,
137753,828736,EFU,1.18,20,,,,
142108,853251,EFU,3.53,100,,,,
142108,853253,EFU,4.19,100,,,,
140771,846225,EF0,0.1,5,,,,
142148,853526,EFU,0.71,50,,,,
141102,847786,EF0,0.5,20,,,,
136026,816285,EF0,3.64,120,ILN,OH,113,MONTGOMERY
140069,842734,EF0,0.48,25,,,,
141499,850375,EF1,1.58,120,,,,
141499,850374,EF3,5.4,710,,,,
141340,848827,EF0,0.19,50,,,,
141341,848828,EF0,0.09,50,,,,
141581,853547,EF1,3.4,500,OUN,OK,109,OKLAHOMA
141581,853548,EF0,0.12,100,,,,
141325,848783,EF1,1.72,100,,,,
139289,837734,EF0,0.25,100,,,,
139096,843733,EF1,0.21,200,,,,
141397,849170,EF0,0.45,30,,,,
138918,835503,EF0,0.32,25,,,,
138918,835504,EF0,5.89,25,,,,
139666,840492,EF0,2.97,50,,,,
141797,851207,EFU,0.5,10,,,,
138846,835149,EF0,0.01,25,,,,
138846,835152,EF0,0.01,25,,,,
138846,835153,EF0,0.01,25,,,,
137806,828160,EF1,2.82,1000,,,,
143328,861160,EF0,1.41,20,,,,
136052,818128,EF0,3.95,150,,,,
136052,818160,EF0,1.07,50,,,,
142332,854596,EF0,0.09,20,,,,
138846,848863,EF0,0.01,25,,,,
138846,848864,EF0,0.01,25,,,,
138846,848865,EF1,0.11,200,GLD,CO,125,YUMA
142175,853649,EF0,0.1,20,,,,
142178,853654,EF0,0.1,20,,,,
136052,818113,EF0,0.74,50,ILN,OH,113,MONTGOMERY
136052,818119,EF0,2.31,50,,,,
139894,841540,EF0,0.02,50,,,,
139009,840848,EF0,0.33,25,,,,
140680,845633,EF1,1.5,50,,,,
136052,818123,EF0,2.03,50,,,,
138709,834163,EF0,6.2,90,,,,
139009,840849,EF0,0.1,10,,,,
141902,851886,EF0,0.09,10,,,,
144571,867957,EF0,1.8,30,,,,
142203,853726,EF0,0.13,10,,,,
141907,851902,EF0,0.3,75,,,,
136052,817478,EF2,0.55,1230,ILN,OH,57,GREENE
136052,817685,EF2,7.57,440,,,,
140038,842499,EFU,1.3,50,,,,
141401,853503,EF1,0.1,20,,,,
141217,848384,EF1,0.25,50,,,,
139354,838223,EFU,1.56,50,,,,
139356,838234,EFU,0.53,100,,,,
141401,853504,EF0,0.1,20,,,,
138827,835026,EF0,0.02,25,,,,
142547,867247,EFU,2.86,10,,,,
143328,861163,EF1,16.32,450,,,,
143328,861167,EF0,0.11,50,,,,
141034,847293,EFU,0.41,50,,,,
141539,849809,EF0,0.83,30,,,,
139666,840493,EF1,2.31,50,,,,
143328,861171,EF1,1.11,450,,,,
143328,861184,EF1,6.23,450,SGF,MO,67,DOUGLAS
139827,841081,EF0,2.49,125,,,,
143328,861185,EF1,6.71,450,,,,
143328,861186,EF1,11.88,150,,,,
141441,849450,EF1,0.3,50,,,,
141401,849197,EF0,1.3,20,,,,
143328,861197,EF0,4.2,100,SGF,MO,77,GREENE
143328,861198,EF0,0.52,100,,,,
139359,838274,EFU,0.77,50,,,,
141581,853546,EF1,2.2,50,,,,
141499,850373,EF1,1.24,150,,,,
143328,861212,EF1,4.46,250,SGF,MO,225,WEBSTER
143328,861213,EF1,1.83,250,,,,
141445,849448,EF0,0.1,20,,,,
136741,820362,EF1,1.25,350,,,,
135544,813137,EF0,0.3,80,LZK,AR,45,FAULKNER
141891,851823,EF0,0.93,50,,,,
136978,822004,EF1,8.89,200,,,,
136408,818687,EFU,0.65,20,,,,
136758,822277,EF3,2.12,400,,,,
139407,838600,EF1,2.9,200,,,,
135735,814390,EF2,8.52,1100,,,,
142743,856816,EF0,0.06,15,,,,
135739,814523,EF1,1.41,60,,,,
135739,814403,EF1,1.09,50,,,,
136677,820012,EFU,2.43,30,,,,
136677,820014,EFU,1.06,30,,,,
137027,831173,EF0,0.75,20,OUN,OK,83,LOGAN
137355,828165,EF1,12.93,880,LSX,MO,51,COLE
137355,828031,EF1,4.53,440,,,,
143415,865101,EF0,0.2,45,,,,
136408,818688,EFU,0.22,40,,,,
143848,864113,EF0,0.2,120,TSA,OK,145,WAGONER
136758,822266,EF2,0.6,178,,,,
136758,822278,EF0,0.3,40,,,,
136758,822279,EF0,0.24,360,GID,NE,47,DAWSON
135316,813789,EF3,5.64,350,SHV,TX,401,RUSK
137021,830455,EF2,8.8,400,,,,
137355,828177,EF1,9.79,440,,,,
137806,828030,EF1,6.14,1200,SGF,MO,11,BARTON
137027,830433,EF1,4.1,50,,,,
138039,829535,EF1,18.67,700,,,,
138304,831550,EF0,1,10,,,,
137027,830392,EF0,0.75,100,,,,
137027,830434,EF0,0.3,20,,,,
137027,830437,EF1,1.4,30,,,,
137027,830450,EFU,0.5,20,,,,
135544,813138,EF0,0.65,80,LZK,AR,119,PULASKI
135316,811397,EF3,18.27,880,SHV,TX,347,NACOGDOCHES
137021,830748,EFU,2,100,,,,
135392,832957,EF2,0.55,200,,,,
137018,829285,EF1,6.8,150,,,,
137018,829277,EF0,0.75,30,,,,
137021,830454,EF2,3.7,300,,,,
137021,830732,EF1,2.1,60,,,,
136788,822689,EF0,2.3,50,,,,
137021,830755,EFU,2,50,,,,
136677,843568,EF0,1.79,40,,,,
137021,830727,EFU,0.5,40,,,,
137019,829292,EFU,1.33,200,,,,
135544,813139,EF0,2.75,80,,,,
135544,813140,EF0,0.66,50,,,,
135738,815573,EF1,15.56,900,SHV,LA,31,DE,SOTO
137355,827981,EF1,5.87,800,,,,
136978,828080,EF1,7.88,300,,,,
137030,830376,EF1,1,50,,,,
137032,829981,EF2,4,1500,,,,
137035,830375,EF0,0.7,30,,,,
135738,816594,EF0,8.77,700,,,,
137164,831115,EF0,0.25,50,,,,
135316,813797,EF2,0.8,400,,,,
143415,865108,EF1,19.4,880,,,,
137612,826860,EF0,0.62,75,,,,
137027,831185,EF1,5.2,100,,,,
137026,829946,EF0,0.2,25,,,,
137026,829947,EF0,0.4,50,,,,
137035,830371,EF0,0.5,30,,,,
137035,830374,EF0,0.2,30,,,,
136408,818711,EF0,1.11,30,,,,
135316,813790,EF3,5.06,305,,,,
137032,842620,EFU,0.5,75,,,,
137355,827982,EF0,7.88,200,,,,
137355,828191,EF1,0.09,250,,,,
137355,828195,EF3,4.03,880,SGF,MO,11,BARTON
143936,863993,EF0,0.84,7,,,,
137021,830756,EFU,0.5,30,,,,
137027,830875,EF0,0.1,20,,,,
137032,829983,EFU,0.5,50,,,,
137032,829986,EF1,2,150,,,,
137035,830764,EFU,0.3,30,,,,
137026,829951,EF0,0.5,50,,,,
136758,822283,EF1,0.1,92,,,,
137045,822623,EF0,0.2,25,,,,
136408,818695,EF1,3.52,50,,,,
136408,818719,EF0,1.23,30,,,,
136740,820336,EF2,2.8,400,,,,
136056,831453,EFU,0.5,25,,,,
137026,829950,EF2,0.5,60,,,,
138233,830798,EF4,12.41,1760,,,,
137027,830440,EF2,2.6,150,,,,
137027,830391,EF1,3,250,OUN,OK,27,CLEVELAND
137027,830448,EF0,0.1,25,OUN,OK,81,LINCOLN
137027,830449,EF0,2.2,30,,,,
136758,822247,EF0,0.1,20,,,,
136758,822259,EF0,0.1,50,,,,
136758,822254,EF0,0.5,315,,,,
137045,822624,EF1,5.51,250,,,,
137045,822625,EF0,0.1,50,,,,
136677,820013,EF0,2.52,40,AMA,TX,295,LIPSCOMB
135544,813141,EF0,4.49,100,,,,
135316,813798,EF2,2.5,400,,,,
141869,851684,EF0,1.42,50,,,,
138266,831669,EF1,5.39,30,,,,
137027,830819,EF1,6,70,,,,
137027,830865,EF1,3,100,,,,
135738,815576,EF1,1.04,100,,,,
136408,818686,EFU,1.23,30,,,,
136408,818693,EFU,0.54,30,,,,
143580,861554,EFU,0.01,50,,,,
139757,840605,EF0,0.53,10,,,,
137027,831202,EFU,0.1,20,,,,
137027,831204,EFU,0.2,40,,,,
137027,831208,EF2,11,1200,,,,
137342,824380,EF0,2.76,150,,,,
137343,824393,EF0,0.21,100,,,,
137343,824404,EF0,0.14,100,,,,
136408,818707,EFU,0.9,30,,,,
136408,818714,EFU,0.95,30,,,,
135392,836417,EFU,0.02,50,,,,
137027,831210,EFU,0.5,30,,,,
137027,842610,EFU,0.3,30,,,,
136408,818720,EF0,0.57,40,,,,
136408,818721,EF0,1.33,50,,,,
135544,813110,EF0,5.06,500,,,,
135738,815582,EF3,11.15,1000,,,,
135423,812114,EF0,3.1,100,,,,
135883,815468,EF2,11.3,800,,,,
137337,824358,EF0,0.21,50,,,,
137355,828197,EF3,7.26,880,,,,
137032,829978,EF3,1.8,1500,OUN,OK,59,HARPER
136056,816448,EF3,16.66,1200,EAX,KS,103,LEAVENWORTH
137355,827976,EF0,1.17,100,,,,
135739,814521,EF2,3.34,150,DMX,IA,77,GUTHRIE
137027,830792,EFU,0.5,40,,,,
137027,830874,EF0,0.1,20,,,,
137027,830805,EFU,0.5,50,,,,
137027,830823,EFU,1,40,,,,
138274,831658,EF0,2.72,40,,,,
138274,831660,EF0,0.25,50,,,,
138274,831661,EF0,0.68,25,,,,
138272,831666,EF0,0.56,40,,,,
137355,828159,EF3,8.77,440,,,,
137355,827977,EF1,7.07,100,,,,
141891,851809,EF1,3.94,75,,,,
141891,851811,EF0,0.79,50,,,,
137851,829160,EF1,3.54,550,,,,
138234,830800,EF2,5.85,400,,,,
136055,816425,EF1,0.26,100,,,,
137027,830835,EF1,0.3,40,,,,
137027,831175,EF0,0.7,20,,,,
137027,831180,EF0,2.5,75,OUN,OK,103,NOBLE
137027,831188,EF0,0.3,50,,,,
137027,831193,EFU,0.2,30,,,,
137027,831201,EFU,0.5,50,,,,
